Section,Customer,Customer Code,Brand,Product Supergroup,Product Group,Product Subgroup,Line,Year,Variance Fixed Cost PLN
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2025,1
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Worker,2025,2
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,2
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,3
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,14
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W-42C,2024,5
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Pozostałe,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Pozostałe,2024,0
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Pozostałe,Softseating,Softseating,Fotele,Pozostałe,2024,0
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Manager,2024,9
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mefisto,2024,3
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mirage,2024,1
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Smart,2024,0
NS PL Dealer,"""ARCHE"" SPÓŁKA AKCYJNA",PL8211639335,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,1
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,38
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Pozostałe,Pozostałe,Komponenty i materiały,Podłokietniki,Multiline komponenty,2024,10
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2024,21
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2025,5
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Perfect,2024,53
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Perfect,2025,4
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cortina,2025,1
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Polyfold,2024,37
NS PL Dealer,"""ARMET BIS"" SPÓŁKA Z O.O.",PL9581326008,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Polyfold,2025,2
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Nowy Styl,Krzesła,Beam Seating,Beam Seating,Cafe,2025,20
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2024,5
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,27
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Stillo,2025,14
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,10
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,2
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2024,22
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2025,9
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,55
NS PL Dealer,"""ARPI JAROSŁAW DŁUSKI"" SP.JAWNA",PL7271000702,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,33
NS PL Dealer,"""ARPOL"" S.C. A. WOLENTARSKI, J. PIEKARZ",PL9532520265,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,52
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Benito,2024,3
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,76
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,62
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Leon,2024,8
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Leon,2025,0
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,1
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,55
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,24
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,X-Line,2024,3
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,Easy Space,2024,3
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eComo,2025,11
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Meble,Meble do przechowywania,Kontenery,Easy Space,2024,4
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2025,6
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Flib,2025,10
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,0
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2025,0
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Pozostałe,Pozostałe,Komponenty i materiały,Podłokietniki,Multiline komponenty,2024,2
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Pozostałe,Pozostałe,Komponenty i materiały,Zagłówki,Multiline komponenty,2024,0
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2024,25
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2025,17
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,222
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2025,205
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mefisto,2024,17
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mefisto,2025,16
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Offix,2025,2
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orion,2025,8
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Perfect,2024,53
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Rewers,2024,1
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2024,-241
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2025,-575
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2024,2
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,1
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Beta,2024,1
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Beta,2025,7
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,9
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,18
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Polyfold,2025,2
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2025,1
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,5
NS PL Dealer,"""ARTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL7541186089,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,20
NS PL Dealer,"""ART-MEBEL"" ROBERT MICHALEWSKI",PL7641013224,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,-6
NS PL Dealer,"""ASPEKT"" MICHAŁ MAZURKIEWICZ",PL6271010249,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bjarg,2024,65
NS PL Dealer,"""ASPEKT"" MICHAŁ MAZURKIEWICZ",PL6271010249,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Zen,2025,4
NS PL Dealer,"""ATC CARGO"" SPÓŁKA AKCYJNA",PL9581531010,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2024,55
NS PL Dealer,"""ATC CARGO"" SPÓŁKA AKCYJNA",PL9581531010,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2025,0
NS PL Dealer,"""ATC CARGO"" SPÓŁKA AKCYJNA",PL9581531010,Nowy Styl,Meble,Biurka i stanowiska workbench,Workbenche i moduły dodatkowe do workbenchy,eModel 2.0,2024,0
NS PL Dealer,"""ATC CARGO"" SPÓŁKA AKCYJNA",PL9581531010,Nowy Styl,Meble,Biurka i stanowiska workbench,Workbenche i moduły dodatkowe do workbenchy,eModel 3.0,2025,0
NS PL Dealer,"""A-Z MEBLE"" AGNIESZKA MICHALEWSKA, SYLWIA STRZAŁKOWSKA SPÓŁKA JAWNA",PL6070011012,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Perfect,2024,-2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2025,0
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,6
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2025,4
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,SO-one,2024,10
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,17
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Intrata,2024,2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Vapaa,2025,26
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Wing,2024,2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,SO-one,2024,26
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2024,5
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2025,6
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Z-body,2025,16
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Meble,Stoły i stoliki,Stoliki,Zone,2024,1
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Nowy Styl,Softseating,Softseating,Fotele,Club,2025,8
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Pozostałe,Pozostałe,Komponenty i materiały,Oparcia,Multiline komponenty,2025,5
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Pozostałe,Pozostałe,Komponenty i materiały,Siedziska,Multiline komponenty,2025,5
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2025,0
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,16
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2025,20
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Linea,2025,9
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Lynx,2024,13
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mirage,2024,71
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Neo,2024,7
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Nova,2024,6
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Prado,2025,4
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Smart,2024,2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,28
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,1
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2024,9
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2024,2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2025,20
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Lynx,2024,20
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2025,8
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Meble,Stoły i stoliki,Podstawy do stołów i stolików,Tiramisu,2025,2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Meble,Stoły i stoliki,Stoliki,Lena,2025,3
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Meble,Stoły i stoliki,Stoliki,Tiramisu,2024,2
NS PL Dealer,"""AZCO"" POLSKIE MEBLE BIUROWE EDWARD BALICKI",PL9371331865,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,4
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Akord,2024,17
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Akord,2025,2
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,23
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,252
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2025,146
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2024,67
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2025,29
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Souly,2024,21
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Souly,2025,0
NS PL Dealer,"""BAKO"" SPÓŁKA CYWILNA MAREK SAWULSKI SYLWIA SAWULSKA JANUSZ SAWULSKI",PL7541009134,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,101
